id,planet,is_retrograde,is_direct,reading,source_month,source_sign
170,水星,True,False,水星逆行时，我们得学会有耐心，在所有的交流中需要表达的格外清楚,2022-05,白羊座
171,水星,True,False,让我们记得，水星逆行也有好的一面：比如，我们能和久未谋面的人会面；可能因为疫情而停滞的项目，重新复活；侦探找到了冷门的线索，你们找到了认为肯定掉了的物件,2022-05,白羊座
172,水星,True,False,在水星逆行的同一天，5月10日，木星将到达白羊座——这是12年来的第一次,2022-05,白羊座
173,水星,True,False,水星会在双子座逆行几乎半个月的时间，因此你需要暂缓合同合约的签订,2022-05,金牛座
174,水星,True,False,一路走来，你可能已经习惯水星逆行的节奏了，而且讲真，现在生活中还有很多积极的事情要做,2022-05,金牛座
175,木星,True,False,10月27日之后到12月20日，木星会逆行回到代表希望和愿景的第十一宫,2022-05,金牛座
176,海王星,True,False,不过海王星的逆行与水星、火星或金星的逆行不同，因为海王星并不像这三颗小行星离地球那么的轨道运行,2022-06,双子座
177,水星,True,False,不过海王星的逆行与水星、火星或金星的逆行不同，因为海王星并不像这三颗小行星离地球那么的轨道运行,2022-06,双子座
178,水星,True,True,你的守护星水星自5月10日以来一直在逆行，但将在6月3日转为顺行,2022-06,双子座
179,水星,True,False,5月10日起，水星开始逆行，你感觉到生活中某些领域因为一波又一波的事情不得不遭遇各种延迟，还可能有必要去修理什么东西——这些我们都不陌生,2022-06,双鱼座
180,水星,True,False,它不会有任何因为水星逆行而产生的延迟与混乱（就像五月份遭遇的这些一样）,2022-06,双鱼座
181,水星,True,True,另外你的主星水星将在6月3日顺行，这次水星逆行从5月10日开始，如果你觉得上个月遇到许多障碍和延迟，等水星在6月3日顺行之后，那些问题几乎立刻消失,2022-06,处女座
182,水星,True,False,但要注意，你的主星水星6月前三天还在逆行，这次水星逆行从5月10日持续到6月3日，要等到6月3日水逆结束之后再行动,2022-06,处女座
183,水星,True,False,上个月水星在你的财务宫双子座逆行，所以你可能为账单还款失败感到苦恼或者发现银行对账单有差错,2022-06,天蝎座
184,水星,True,True,5月10日水星逆行，所以如果你要申请贷款或救助，可以在6月3日水星恢复顺行之后提出申请，能够得到快速且通过的答复,2022-06,天蝎座
185,水星,True,False,跟五月比，六月是一个更好，更和煦，更多可能的月份，因为水星在5月10日的时候开始了逆行，造成了一些延误，混乱，以及误会,2022-06,射手座
186,水星,False,True,水星恢复顺行将会立刻推动你在职业方面的发展，而你可能已经在工作上卡住一阵子了，除此以外，你也可以开始表述清楚自己关于一段亲密关系的感受，这段关系的状态在最近不是很稳,2022-06,射手座
187,水星,True,False,这是五星级的吉日，水星逆行的影响彻底退散，好好利用6月20号吧,2022-06,巨蟹座
188,水星,True,False,如果你需要购买新的厨房电器，或家庭电子娱乐产品，我上个月曾督促你不要买，因为水星在逆行，而水星又掌管着电子产品及所有具有移动部件的机器（包括不要购买新车）,2022-06,摩羯座
189,水星,True,True,代表沟通、旅行和航运的水星，自5月10日以来一直在逆行，在6月3日恢复顺行,2022-06,狮子座
190,水星,True,False,然而从5月10日开始水星逆行，所以你可能迟迟没给出答案，或对这个提议有疑虑,2022-06,狮子座
191,水星,True,False,同时，几乎整个5月水星都在逆行，如果你遇到了延滞、取消、混淆、需要修理和沟通不畅的状况，水星不会给你任何帮助,2022-06,金牛座
192,土星,True,True,另一方面，土星正在你星盘中代表荣誉、成就和嘉奖的第十宫运行，他会从6月4日开始逆行，直到10月22日恢复顺行,2022-06,金牛座
193,火星,True,False,当他疲累时，在逆行还没有正式开始的时候，他就开始减速了，而你最快会在10月中旬火星于10月30日结束逆行之前就感受到他的减速了,2022-07,双子座
194,火星,True,False,我意识到，当火星逆行时，你可能会感到束手无策，但记住，我们都会在同一条船上,2022-07,双子座
195,火星,True,False,有一个小插曲，就是火星的小兄弟水星会有些在模仿，他会从9月9日到10月2日逆行,2022-07,双子座
196,水星,True,False,有一个小插曲，就是火星的小兄弟水星会有些在模仿，他会从9月9日到10月2日逆行,2022-07,双子座
197,水星,True,True,到那时，水星将转为顺行，他的大哥火星直到10月30日才会逆行（但到10月中旬速度就开始放缓了）,2022-07,双子座
198,水星,True,False,你会在8月底感受到来自水星的减速，因为我们总是在实际转折日期的前两周，开始感受到水星的即将逆行,2022-07,双子座
199,火星,True,False,在火星逆行期间，你有一张王牌，那就是木星也会开始逆行，但木星的逆行会对你有很大的帮助,2022-07,双子座
200,木星,True,False,在火星逆行期间，你有一张王牌，那就是木星也会开始逆行，但木星的逆行会对你有很大的帮助,2022-07,双子座
201,木星,False,True,木星进入这个位于你星盘最顶端的闪亮宫位的唯一方法是，从白羊座倒退到双鱼座，然后他将在11月23日（美国感恩节的前一天，帮助你记住）在这个同样崇高的事业宫顺行向前,2022-07,双子座
202,火星,True,False,的确，在这段时间里，火星仍将逆行，但木星在你代表名望与荣誉的第十宫是非常强大的，他将像灯塔一样在你星图的顶点闪耀,2022-07,双子座
203,火星,True,False,火星是我们所有人的教官，教育我们如何有效地竞争且取胜，但是火星逆行时是沉睡的，我们无法得到他的强大能量,2022-07,天蝎座
204,火星,True,False,火星会从2022年8月20日到2023年3月25日的时候在双子座，在这段日子的中间——2022年10月20日至2023年1月12日——火星会逆行,2022-07,射手座
205,火星,True,False,我觉得我应该把另一只靴子也扔下来了，让你知道火星的小兄弟水星就是一个跟风的，也会逆行,2022-07,射手座
206,水星,True,False,我觉得我应该把另一只靴子也扔下来了，让你知道火星的小兄弟水星就是一个跟风的，也会逆行,2022-07,射手座
207,火星,True,False,那时候你们可能找到了最佳地点，但因为那时还有火星逆行的影响，可以把美好的结尾留在1月12日以后,2022-07,白羊座
208,水星,True,False,这个月充满了有趣的事情，而且水星、火星和金星都很支持你（且没有一个逆行），你的工作会很高效,2022-07,金牛座
209,火星,True,False,现在发生的原因是，火星将逆行近11周，从2022年10月30日到2023年1月12日,2022-08,双子座
210,水星,True,False,当水星、金星和火星处于逆行时，比起其他行星，我们会更直接地感受到它们，因为这三颗行星的轨道最为接近地球,2022-08,双子座
211,火星,False,True,随着火星进入顺行状态，你会觉得自己每天要喝20杯咖啡，所以你必须学会自己把握节奏,2022-08,双子座
212,火星,True,False,如果火星的正常造访时间是六或七周，而这次旅行有七个月，你会因为逆行而失去什么宝贵的时间吗,2022-08,双子座
213,火星,False,True,黄金三角的第三个顶点将落在你的第一宫，月末时顺行的火星将在双子座，给你带来罕见的控制力,2022-08,双子座
214,水星,True,False,水星将从9月9日逆行到10月2日，所以现在就买电器、电子产品、新家具、地毯、亚麻布——所有你需要的东西,2022-08,双子座
215,水星,True,False,不要把任何决定推迟到9月，因为水星将在9月9日至10月2日逆行,2022-08,双鱼座
216,火星,True,False,火星在双子座这么久是因为，2022年10月30日到2023年1月12日火星逆行，这个阶段你需要调整策略,2022-08,处女座
217,火星,False,True,上次火星在双子座停留很长时间要回溯到1990年10月20日，但那时只是部分时间，1990年12月14日火星进入金牛座，1991年1月1日火星在金牛座顺行,2022-08,处女座
218,火星,True,False,答案是，2022年10月30日到2023年1月12日火星逆行（火星双子座的中间阶段，整个火星双子座阶段是2022年8月20日到2023年3月25日）,2022-08,处女座
219,火星,True,False,上次火星完全在双子座逆行是1943年10月28日到1944年1月10日,2022-08,处女座
220,火星,True,True,再之前，1990年10月20日，火星在双子座逆行，1990年12月14日火星进入金牛座，最终于1991年1月1日在金牛座顺行，1991年1月20日重新进入双子座,2022-08,处女座
221,火星,True,False,火星之所以在双子座这么长时间，是因为他在双子座行运的中期会开始接近11周的逆行,2022-08,天秤座
222,火星,True,False,2022年8月20日-2023年3月25日，火星都在双子座，而逆行周期是2022年10月30日到2023年1月12日,2022-08,天秤座
223,火星,True,False,由于火星逆行，供应链问题会增加，所以如果你需要某种材料才能完成工作，那现在就下订单,2022-08,天秤座
224,火星,True,False,如果你希望在感情方面遇到新的人，就不要试图在火星逆行期间（2022.10.30-2023.1.12）开启初次约会,2022-08,天秤座
225,火星,True,False,如果你仔细看了火星在双子座的日子和它逆行的日子，你可能会好奇为什么我没有说你可以在九月推出新产品,2022-08,天秤座
226,水星,True,False,小水星将在9月9日-10月2日逆行，虽然你会在9月9日之前就感受到水星放慢了节奏,2022-08,天秤座
227,火星,True,False,因为火星将面临10月30日到2023年1月12日的逆行，此时最好不要有财务上的大动作，不要卖房买房或者把项目交给别人承包,2022-08,天蝎座
228,火星,True,False,火星会在你的第八宫运行七个月，时间这么长是因为它会在10月30日到2023年1月12日逆行,2022-08,天蝎座
229,火星,True,False,火星每两年逆行一次，不像其他行星那么频繁，所以我们会理所当然地认为火星一直在提供帮助,2022-08,天蝎座
230,水星,True,False,如果你正在推出新的产品或者服务，那要抓紧时间，因为水星会在9月9日至10月2日之间逆行,2022-08,射手座
231,水星,True,False,水星会在9月9日至10月2日之间逆行，所以明智的选择是不要在9月签署任何合约，因为如果你想维系双方的关系的话，那么那些你现在同意的条款在稍后的时候都需要重谈,2022-08,射手座
232,水星,True,False,下个月，你会从9月9日开始至10月2日期间感受到水星逆行带来的减速,2022-08,射手座
233,火星,True,False,火星通常不会经常逆行（每两年逆行一次），所以通常我们都会默认火星在背后支持着自己,2022-08,射手座
234,水星,True,False,9月9日-10月2日，水星将逆行，它掌管着机器和电子设备的运行，如果你想买新车、笔记本电脑、智能手机、电视、蓝牙耳机、空调、冰箱、洗衣机或其他任何电子设备或家庭大件，都在8月即刻行动，不要拖,2022-08,巨蟹座
235,水星,True,False,水星将从9月9日逆行到10月2日，你需要在动身之前把它寄给你的律师,2022-08,巨蟹座
236,水星,True,False,你可不会想与水星逆行纠缠，因为水星掌管所有机器中的移动部件，包括电子产品里的芯片,2022-08,摩羯座
237,火星,True,False,在火星行经双子的旅程途中，它将于2022年10月30日至2023年1月12日期间逆行,2022-08,摩羯座
238,火星,True,False,如果你是单身，那么当10月30日至2023年1月12日火星逆行之际不要去进行首次会面,2022-08,摩羯座
239,水星,True,False,在本月签署协议，而不是放在9月水星逆行之际，但你可以在10月初或非常接近10月8-9日白羊座那美妙满月之际签署合约,2022-08,摩羯座
240,火星,True,False,之所以会停留这么久是因为火星将于2022年10月30日至2023年1月12日期间逆行,2022-08,水瓶座
241,火星,True,False,从占星角度来看，火星逆行期间并不适合与新的人约会，因为火星掌管着“性”与“爱慕”,2022-08,水瓶座
242,火星,True,False,火星也与业务紧密相连，所以当它逆行时，一切事情都变得比往常更难完成,2022-08,水瓶座
243,火星,True,False,有个额外的问题是，火星的小兄弟水星也会在9月9日至10月2日期间逆行，这就是我为什么让你8月份一定要“高产”的原因,2022-08,水瓶座
244,水星,True,False,我希望你在8月份完成所有事，因为水星将从9月9日到10月2日逆行，所以必须在8月采取行动，别浪费时间,2022-08,狮子座
245,水星,True,True,10月30日，水星恢复顺行后不久，火星将逆行长达11周，直到2023年1月12日,2022-08,狮子座
246,水星,True,False,因为在下个月9月9日至10月2日期间，水星在天秤座逆行，但是你们可能再一迈入到9月已经感受到速度慢下来,2022-08,白羊座
247,火星,True,False,之所以火星这次会在双子座待那么久的时间，是因为在10月30号直到明年的1月12号期间，火星将会迎来一次逆行,2022-08,白羊座
248,水星,True,False,我们正处于水星逆行之前，因此，这个月要尽可能多地完成工作、签署文件、敲定交易,2022-08,金牛座
249,火星,True,False,下个月，火星将于10月30日逆行，但会提前减速，本月中旬就会开始，所以在10月30日火星逆行变弱之前就推出你很重要的产品或活动至关重要,2022-09,双子座
250,火星,True,False,火星将从2022年10月30日逆行至2023年1月12日，届时火星仍会昏昏沉沉，需要时间来振奋,2022-09,双子座
251,水星,True,False,同时，这个月，小兄弟水星要睡觉了，因为他看到自己的大哥火星准备睡觉了，他想打败自己的兄弟，所以水星将首先逆行,2022-09,双子座
252,水星,True,False,虽然现在不是签署任何文件或出价买卖房屋或公寓的好时机，也不是购买家具、地毯、床垫或任何类型的电子产品（包括厨房电器）的好时机，但在水星逆行时，你还是可以做一些事情,2022-09,双子座
253,水星,True,False,如果你已经接近水星逆行了，千万不要把税务记录或珠宝交给搬家公司的人，自己带着这些东西,2022-09,双子座
254,水星,True,False,回到9月，水星将在你的第五宫开始逆行，该宫掌管着真爱、休闲、娱乐、儿童和创造力，所以你本月经历的延迟或方向变化很可能会在这些领域出现,2022-09,双子座
255,水星,True,False,水星将继续在天秤座逆行，但在9月23日将逆行回处女座，你代表家庭的宫位,2022-09,双子座
256,水星,True,False,你将有机会让家变得更舒适、更有格调，更棒的是，在新月出现时，守护处女座的水星还没有开始逆行，水星将与摩羯座的冥王星和双子座的火星形成完美相位，都是对你很有利的,2022-09,双子座
257,火星,True,False,这次火星将在你的星座停留到3月25日，因为火星将从2022年10月30日逆行到2023年1月12日，就在他停留在双子座中段的时间,2022-09,双子座
258,火星,True,False,如果这是你打算做的事情，你必须在10月30日火星逆行之前做这事儿，或者把这个想法推迟到3月17日之后（这个时间是基于很多原因的,2022-09,双子座
259,火星,True,True,火星直到3月16日才会完全调节好其轨道（这一天火星会回到25度37分，这是他10月30日逆行时的度数，即使他在1月12日就会恢复顺行，但他也要到3月16日才会完全恢复健康）,2022-09,双子座
260,水星,True,False,水星将于9月9日—10月2日逆行，如果可能最好等到水逆结束再签字,2022-09,双鱼座
261,水星,True,False,我觉得你会很喜欢9月份，但是也要清醒意识到水星会在9月9日至10月2日期间逆行,2022-09,双鱼座
262,火星,True,False,10月30日到明年1月12日火星逆行，所以9月初就发动新项目，尽快行动，因为你的主星水星9月10日到10月2日逆行,2022-09,处女座
263,水星,True,False,10月30日到明年1月12日火星逆行，所以9月初就发动新项目，尽快行动，因为你的主星水星9月10日到10月2日逆行,2022-09,处女座
264,火星,True,False,火星教会我们如何竞争获胜，当你拥有非常强大的火星时，事情会以特定的速度如愿发展，火星状态不好时，比如10月底他将开始十周半的逆行，似乎一切都更难实现了,2022-09,处女座
265,水星,True,False,如果你要签个新的事业合作者，10月初之前别签合同——9月10日到10月2日水星逆行,2022-09,处女座
266,水星,False,True,意味着你应该推迟购买车辆、智能手机、电脑，等10月2日水星顺行之后过几天再说,2022-09,处女座
267,火星,True,False,火星在双子座这么久是有原因的，10月30日到2023年1月12日火星逆行,2022-09,处女座
268,水星,False,True,但我还是要说，如果你有重要的新项目或计划重要的事业发起，还是10月再说，10月2日水星顺行之后，但不要晚于10月15日，10月10日更好,2022-09,处女座
269,水星,True,False,水星将从9月9日开始在天秤座逆行，但随着他的持续逆行，他将在9月23日潜入处女座,2022-09,天秤座
270,水星,True,False,原因是水星的老大哥火星也要在10月30日-1月12日逆行，最好要避开临近逆行开始和结束的日子,2022-09,天秤座
271,火星,True,False,原因是水星的老大哥火星也要在10月30日-1月12日逆行，最好要避开临近逆行开始和结束的日子,2022-09,天秤座
272,火星,True,False,通常情况下火星在一个星座内停留的时间是6到7周，火星之所以能够在双子座中停留这么久是因为它会在10月30日到1月12日之间逆行,2022-09,天蝎座
273,火星,True,False,由于火星是你的守护星，你将会发现当火星逆行的时候，你的生活的方方面面都会慢下脚步,2022-09,天蝎座
274,水星,True,False,在距离地球最近的三颗行星——水星、火星和金星中，我们对逆行的感觉最为强烈,2022-09,天蝎座
275,金星,True,False,在距离地球最近的三颗行星——水星、火星和金星中，我们对逆行的感觉最为强烈,2022-09,天蝎座
276,水星,True,False,水星在10月 2日停止逆行，而水星的兄弟火星在10月30日开始逆行,2022-09,天蝎座
277,火星,True,False,在火星逆行的中途，它有时会加速，在11月中旬只需要四天左右就可以走一度，但这仍然是它过去正常速度的一倍,2022-09,天蝎座
278,木星,True,False,你确实会迎来一些令人期待的事情——木星，礼物和好运的给予者，自 7月28日以来一直在逆行，同时会在10月27日回到对你来说简直是神圣的星座——双鱼座,2022-09,天蝎座
279,金星,True,False,与此同时，金星几乎整个月（9月5日至9月29日）都在代表你的欢乐、朋友和乐趣的宫位逆行，并且从9月23日（水星回到处女座的日期）开始，水星会在同一个宫位逆行,2022-09,天蝎座
280,水星,True,False,与此同时，金星几乎整个月（9月5日至9月29日）都在代表你的欢乐、朋友和乐趣的宫位逆行，并且从9月23日（水星回到处女座的日期）开始，水星会在同一个宫位逆行,2022-09,天蝎座
281,水星,True,False,记住水星会在9月9日至10月2日之间逆行，水星掌管着你的第十宫成就宫,2022-09,射手座
282,水星,True,False,要记住水星会在9月2日至10月2日之间逆行，从天秤座开始，然后在9月23日的时候逆行回处女座,2022-09,射手座
283,水星,True,False,在水星逆行期间接受的来自新人的工作的时，工作的一些方面将会随着时间的推移而发生一些明显的变化，看起来就变得没有那么诱人了,2022-09,射手座
284,水星,True,False,水星的大哥火星也将会逆行，逆行的时间就要长的多了，从10月30日开始到1月12日,2022-09,射手座
285,火星,True,False,水星的大哥火星也将会逆行，逆行的时间就要长的多了，从10月30日开始到1月12日,2022-09,射手座
286,火星,False,True,我觉得这是因为他们2022年的预算不够了——通货膨胀迅速的就吃光了这些预算——所以客户不得不等到明年1月中旬拿到新的预算才能继续推进，时间节点刚好和火星在1月12日恢复顺行一致,2022-09,射手座
287,火星,True,True,正因为此，如果你有什么重要的事需要启动的话，我希望你能够在10月的上半个月就赶紧做，刚好赶在火星逆行之前（10月30日）以及火星的小弟水星恢复顺行之后（10月2日）,2022-09,射手座
288,火星,True,False,这次火星会在双子座停留这么久是因为他将会在7个月的旅程中有10周半的时间都在逆行，从10月30日至1月12日,2022-09,射手座
289,水星,True,False,本月并非启动创业事宜的好时机，因为水星在9月9日-10月2日期间逆行,2022-09,巨蟹座
290,水星,True,False,本月重要星象是9月9日-10月2日的水星逆行，如果你前几周已经在进行项目上的沟通，在客户决定将其投入市场之前，如果要做必要的更改，就不得不重新调整,2022-09,巨蟹座
291,水星,True,False,水星逆行期间，如果一定要旅行外出，务必提前把酒店和行程都订好了，并把证件的复印件留给家人，以备不时之需,2022-09,巨蟹座
292,火星,True,False,火星极少在某一个星座内停留这么长时间，通常之后6周左右，但火星将于10月30日-2023年1月12日逆行，这也就解释了它为何会在双子7个月之久,2022-09,巨蟹座
293,水星,True,False,虽然水星仍在逆行，也不必被水逆的小打小闹刺激到，这是一个非常完美的9月，享受9月赐给你的一切吧,2022-09,巨蟹座
294,水星,True,False,9月9日至10月2日水星将会逆行，这不是签署文件的好时机，因为如果你想延续这段关系，那么无论你眼下同意了什么，事后都会需要重新谈判,2022-09,摩羯座
295,水星,True,False,如果你需要安装新的软件，那就在9月初安装吧，尽可能早的远离9月9日水星逆行之前,2022-09,摩羯座
296,水星,True,False,如前文所述，在水星逆行之际上述这些事也都可以干，但得考虑把票据都放在同一个地方——这样如果你要退换货的话就很容易操作了,2022-09,摩羯座
297,水星,True,False,如果你担心不签署租约就会失去住所，或现在不接受offer就会丢工作的话，那你就必须行动了——你并没有许多选择——但在水星逆行期间采取行动通常会指向短期的解决方案,2022-09,摩羯座
298,火星,True,False,即，你的写作、演讲、解释、说服、澄清、传播、协商和销售能力将成为能帮助你前进的技能，即便火星和水星在逆行也一样,2022-09,摩羯座
299,火星,True,False,从上个月的8月20日至2023年3月25日期间，火星都将在双子座内逗留，并于10月30日至2023年1月12日逆行,2022-09,摩羯座
300,火星,False,True,当10月2日火星那聪明的小兄弟水星恢复顺行之后，你将有个美妙但很小的时间之窗可以果断推进事项,2022-09,摩羯座
301,火星,True,False,（广告略，大意是她在8月也写了火星逆行的情况，可以去回看上个月的预测）,2022-09,摩羯座
302,金星,True,False,从9月4日至9月29日，金星将持续逗留在处女座内——这对你是享受爱情的好位置，即便水星将会逆行，你依然能购买新一季的新装——只需确认你把票据都保存好了，以防万一你需要退换货的话,2022-09,摩羯座
303,水星,True,False,水星马上就要开始逆行，从9月9日一直持续到10月2日，这期间会出现混乱不清的数据及错误信息，让你做出错误决定,2022-09,水瓶座
304,水星,True,False,水星即将进入逆行状态，这次“水逆”将从9月9日持续到10月2日,2022-09,水瓶座
305,火星,True,False,也许你会好奇为什么火星会在此地停留如此之久，因为这其中还包含了它在双子座逆行的时间,2022-09,水瓶座
306,火星,True,False,从2022年8月20日起，火星将在双子座一直停留到2023年的3月25日才离开，其中10月30日至明年的1月12日这段时间属于它的逆行期,2022-09,水瓶座
307,火星,True,False,火星上一次完全在双子座逆行还是出现在1943年的10月28日至1944年的1月10日期间，如你所见，这是个非常罕见的星相,2022-09,水瓶座
308,火星,True,False,火星每隔两年逆行一次，每次都在不同的星座，所以我们已经习惯了它在背后默默帮我们下定决心，增强自信与勇气,2022-09,水瓶座
309,火星,True,False,我觉得火星逆行会再次给物流供应链带来更多麻烦，将很多问题推到更加严重的程度,2022-09,水瓶座
310,火星,True,False,虽然那是一个星期天，虽然所有的满月影响都会持续5天左右的时间，但是，因为届时的火星马上就要逆行，且已经开始进入停滞期，所以留给你的行动时间并不多,2022-09,水瓶座
311,火星,True,True,当火星处于顺行而非逆行状态时，每走过一度距离只需花费2天的时间,2022-09,水瓶座
312,水星,True,False,水星仍将逆行（但在10月2日结束），所以你可能想回到一直喜欢但很久都没去的地方,2022-09,狮子座
313,水星,True,False,水星将在9月9日至10月2日逆行，但你已经习惯了，并且有一些方法可以绕过水星的古怪行为,2022-09,狮子座
314,水星,True,False,水星将开始在天秤座逆行，这是你的第三宫，这里掌管协议签署和短途旅行,2022-09,狮子座
315,水星,True,False,9月23日，仍然逆行的水星将滑回处女座，你的财务宫，所以预期的支票可能会迟到,2022-09,狮子座
316,海王星,True,False,如果你没有参与艺术或娱乐项目（海王星统治的领域），那么一定要让律师参与调查所有正在讨论的事情，因为海王星的存在可能会影响条款，水星逆行时，你可能会完全忽略伤害你的条款,2022-09,狮子座
317,火星,True,False,火星将在下个月晚些时候逆行，从10月30日到1月12日，在这段时间内生活将减速,2022-09,狮子座
318,水星,True,False,当任何行星逆行时（如水星将在本月从9月9日至10月2日逆行，火星将在2023年10月30日至1月12日逆行），这给了我们机会来纠正一直悬而未决的情况,2022-09,狮子座
319,水星,True,False,本月，水星将在9月9日至10月2日期间逆行，你需要密切关注每项任务,2022-09,白羊座
320,水星,True,False,尽管聪明的小水星将在9月9日至10月2日逆行，但你会喜欢9月的,2022-09,白羊座
321,水星,True,False,在水星逆行之前，确保电脑已备份，如果需要安装软件，请在水星逆行（9月9日）之前快速安装好,2022-09,白羊座
322,水星,True,False,具有讽刺意味的是，这个新月将在许多方面保护你，因为它发生在处女座——本次水星逆行的后半段也发生在这里,2022-09,白羊座
323,木星,True,True,木星目前有点沉默，因为他处于逆行状态，到11月23日恢复顺行之后，你会看到进展加快,2022-09,白羊座
324,水星,True,False,是的，水星逆行有时有点令人恼火，但好的一面似乎远远超过了恼人的部分,2022-09,白羊座
325,水星,True,False,这是幸福的一个月，因此，虽然水星会在9月9日-10月2日逆行，但不要因此削弱高涨的情绪，你还要为接下来发生的事兴奋,2022-09,金牛座
326,水星,True,False,我迫不及待地和你分享，新月和满月会在接下来几周发生的所有事里发挥重大影响，但首先，我也要承认，水星会在9月9日到10月2日逆行,2022-09,金牛座
327,水星,True,False,我们先讨论水星逆行，然后我会告诉你，随着时间的推移，9月会为你展开的所有美好,2022-09,金牛座
328,水星,True,False,9月23日，水星仍处于逆行状态，这时他会逆行回到处女座，这个星座对你非常友好,2022-09,金牛座
329,水星,True,False,10月30日，水星的老大哥火星会进入逆行，届时，整个供需产业链条会更大程度地对你产生持续影响,2022-09,金牛座
330,水星,True,False,这个月，水星（从9月23日开始）在你的爱情宫逆行，所以，另一种可能是，一个旧情人会出现——这个人让你牵挂了很多年,2022-09,金牛座
331,水星,True,False,水星逆行期间，你可以为下个季度添置衣物——我觉得这个月你会找到很精致的衣服,2022-09,金牛座
332,火星,True,False,火星将在10月30日正式开始逆行，一直到2023年1月12日才会出相位，但你早在10月15日就会感受到火星带来的减速,2022-10,双子座
333,火星,True,False,"你不希望这个火星逆行的相位 ""烤""着了你新启动的项目或者关系上",2022-10,双子座
334,火星,True,False,火星将在10月30日开始逆行，所以客户可能会在未来几周内花很长时间才能下定决心,2022-10,双子座
335,水星,False,True,你会注意到，10月的生活节奏会更快，因为你的守护行星水星将于10月2日在处女座转为顺行，并帮助你代表家庭和家人这个同样的领域更富有成效地向前发展,2022-10,双子座
336,水星,True,False,原因是，水星的大哥火星将在本月10月30日开始逆行，直到2023年1月12日,2022-10,双子座
337,火星,True,False,火星将在这段轨道的中段逆行，从10月30日到1月12日，由于火星将一直留在双子座，你也会在头条上呆上几个月,2022-10,双子座
338,水星,True,False,虽然确实所有的行星都会逆行，但我们感受最深的是在离地球最近的轨道上运行的行星：水星、金星和火星,2022-10,双子座
339,火星,True,False,"任何在火星逆行时开始的事件，都会在迈向成功的过程中发生些问题——你不想把火星""烤""到它逆行进你的启动仪式",2022-10,双子座
